tanda,Clave,Nombre,tipo_final,confianza_tipo,dominio,URL_cruda,presencia_mx,estado_mx,listo_para_comprar,Notas
4,1005476,Xylem Water Solutions India P Ltd.,OEM,Alta,,xylemin...,,,"NO - URL truncada, re-exportar CRM primero",
4,1003577,assm,EMS/CM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero","EMS - Industrial, Sensors tech"
4,1007384,dataCon,EMS/CM,Alta,,data-c...,,,"NO - URL truncada, re-exportar CRM primero",electronic manufacturing service
4,1006461,eInfochips,EMS/CM,Alta,,www.e...,,,"NO - URL truncada, re-exportar CRM primero",ODM
4,1006473,eWAVE Networks Ltd,EMS/CM,Alta,,www.e...,,,"NO - URL truncada, re-exportar CRM primero",ODM: global market leader
4,1008254,eolane,EMS/CM,Alta,,www.e...,,,"NO - URL truncada, re-exportar CRM primero",group on the move
4,1008442,wenglor sensoric GmbH,OEM,Alta,,www...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007251,ALL CIRCUITS,EMS/CM,Media,,ricardo.cerva...,,,"NO - URL truncada, re-exportar CRM primero",
4,1004003,AMD - Automation Mess- und Digitaltechnik GmbH,OEM,Media,,www.a...,,,"NO - URL truncada, re-exportar CRM primero",(distinto de AMD semiconductor 1002729)
4,1006892,AMW EMS,EMS/CM,Media,,www.a...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007321,AMX by Harman,OEM,Media,,www.a...,,,"NO - URL truncada, re-exportar CRM primero",American manufacturer of video switching
4,1008513,ARS Electronics,OEM,Media,,ar...,,,"NO - URL truncada, re-exportar CRM primero",Obsolete electronics mfr
4,1001196,Aeroflex Wichita Inc,OEM,Media,,,,,"NO - URL truncada, re-exportar CRM primero",Manufactures electricity measuring instruments
4,1005252,Arctos Assembly Group,EMS/CM,Media,,arctos...,,,"NO - URL truncada, re-exportar CRM primero",
4,1008544,BOE,OEM,Media,,www...,,,"NO - URL truncada, re-exportar CRM primero",Semiconductor display business as core
4,1003385,C.E. Precision Assemblies,EMS/CM,Media,,www.ce...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007230,"CR Assembly, CORP.",EMS/CM,Media,,www.c...,,,"NO - URL truncada, re-exportar CRM primero",
4,1008056,CSI Keyboards,OEM,Media,,csikeyb...,,,"NO - URL truncada, re-exportar CRM primero",global leading manufacturer
4,1005254,CableConn,EMS/CM,Media,,www.c...,,,"NO - URL truncada, re-exportar CRM primero",Custom Cable Assemblies
4,1008471,Clearfield,OEM,Media,,www.s...,,,"NO - URL truncada, re-exportar CRM primero","designs, manufactures and distributes"
4,1004800,DJ Assembly,EMS/CM,Media,,djassem...,,,"NO - URL truncada, re-exportar CRM primero",
4,1004906,ETK EMS Group,EMS/CM,Media,,et...,,,"NO - URL truncada, re-exportar CRM primero",
4,1008329,Finisar (M) Sdn Bhd,OEM,Media,,ii-vi.c...,,,"NO - URL truncada, re-exportar CRM primero",Finisar Malaysia manufactures wire
4,1004198,Fusion-EMS,EMS/CM,Media,,www.f...,,,"NO - URL truncada, re-exportar CRM primero",
4,1005075,Gorilla Circuits,EMS/CM,Media,,www.g...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007500,"HD Pacific, Inc.",OEM,Media,,www.h...,,,"NO - URL truncada, re-exportar CRM primero",Refurbishment of Applied Materials semiconductor
4,1005208,Hughes Electronics Products Corporation,OEM,Media,,www.h...,,,"NO - URL truncada, re-exportar CRM primero",Electronic Manufacturer
4,1008256,IESA (India Electronics & Semiconductor Assoc.),OEM,Media,,iesaon...,,,"NO - URL truncada, re-exportar CRM primero",Work with Central/State Government agencies
4,1007194,Ikey LTD,OEM,Media,,www.i...,,,"NO - URL truncada, re-exportar CRM primero","Austin, TX-based manufacturer of rugged computers"
4,1004125,Interconnect Wiring,EMS/CM,Media,,intercon...,,,"NO - URL truncada, re-exportar CRM primero",wire/harness house
4,1002284,Javad,OEM,Media,,www.ja...,,,"NO - URL truncada, re-exportar CRM primero",Designs and develops GNSS receivers
4,1006843,"Kodiak Assembly Solutions, LP",EMS/CM,Media,,kodiak...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007442,Kontron,EMS/CM,Media,,www.k...,,,"NO - URL truncada, re-exportar CRM primero",Builds for General Dynamics
4,1008191,MTU Aero Engines,OEM,Media,,www...,,,"NO - URL truncada, re-exportar CRM primero",Germany's leading engine manufacturer
4,1008535,Metrohm USA Inc,OEM,Media,,www...,,,"NO - URL truncada, re-exportar CRM primero",Leading Manufacturer Of High-Precision Instruments
4,1005771,Mevex Corporation,OEM,Media,,www...,,,"NO - URL truncada, re-exportar CRM primero",MFG
4,1001214,Morey Corporation,EMS/CM,Media,,www.moreyc...,,,"NO - URL truncada, re-exportar CRM primero",builds for Caterpillar - 10g sits in Morey Corp's
4,1007324,Niltronix Circuits,EMS/CM,Media,,www.n...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007097,Northwest Circuits Corp.,EMS/CM,Media,,n...,,,"NO - URL truncada, re-exportar CRM primero",
4,1003719,Omega EMS,EMS/CM,Media,,www.o...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007073,PCB Technologies Ltd,EMS/CM,Media,,p...,,,"NO - URL truncada, re-exportar CRM primero",
4,1005196,Platinum Simulators Inc,OEM,Media,,platunu...,,,"NO - URL truncada, re-exportar CRM primero",Flight Simulator MFG
4,1007323,RJ Electric Assemblies,EMS/CM,Media,,www.r...,,,"NO - URL truncada, re-exportar CRM primero","Electronics manufacturer in Houston, TX"
4,1001104,Rex Systems,EMS/CM,Media,,www.r...,,,"NO - URL truncada, re-exportar CRM primero",Raytheon subcontractor Navy & DLA
4,1002444,S.W. Electronics & Manufacturing Corp. (SWE),EMS/CM,Media,,www.s...,,,"NO - URL truncada, re-exportar CRM primero","builds for Eaton Aerospace, Raytheon, Siemens"
4,1004299,SDT Space & Defence Technologies,EMS/CM,Media,,sdt.com...,,,"NO - URL truncada, re-exportar CRM primero",subcontractor for aselsan
4,1006852,SK Circuits,EMS/CM,Media,,na,,,"NO - URL truncada, re-exportar CRM primero",
4,1003486,Safari Circuits,EMS/CM,Media,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007346,"Shennan Circuits Co., Ltd.",EMS/CM,Media,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",
4,1001100,Sunburst EMS,EMS/CM,Media,,sunbu...,,,"NO - URL truncada, re-exportar CRM primero",
4,1008220,Swisstronics Contract Manufacturing AG,EMS/CM,Media,,www.c...,,,"NO - URL truncada, re-exportar CRM primero",
4,1004332,TIS Circuits,EMS/CM,Media,,allcircui...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007671,US Milpack & Mfg Corp,OEM,Media,,www.d...,,,"NO - URL truncada, re-exportar CRM primero",still qualifying
4,1005286,United Circuits Inc,EMS/CM,Media,,united-...,,,"NO - URL truncada, re-exportar CRM primero",
4,1006920,VJ Assemblies,EMS/CM,Media,,vjassemblies...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007334,VLSIP Technologies,OEM,Media,,vlsip.c...,,,"NO - URL truncada, re-exportar CRM primero","designs, manufactures, and tests electronics"
4,1004806,VadaTech Manufacturing,OEM,Media,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",world leader in design and manufacturing
4,1004635,Vole,EMS/CM,Media,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",Harness MFR
4,1008152,Whisker,OEM,Media,,hello...,,,"NO - URL truncada, re-exportar CRM primero",pet care - manufactures electronics
4,1008573,Whoop,OEM,Media,,www...,,,"NO - URL truncada, re-exportar CRM primero",Wearable health tracker band manufacturer
4,1002963,Yeonhab Precision,OEM,Media,,www.y...,,,"NO - URL truncada, re-exportar CRM primero",Cable Manufacturer
