tanda,Clave,Nombre,tipo_final,confianza_tipo,dominio,URL_cruda,presencia_mx,estado_mx,listo_para_comprar,Notas
1,1011603,SEW-EURODRIVE,OEM,Alta,sew-eurodrive.com.br,sew-eurodrive.com.br,,,SI,
1,1009461,SIELMAN S.A,EMS/CM,Alta,sekpy.gr,sekpy.gr,,,SI,EMS
1,1008919,STERNA SECURITY DEVICES PRIVATE LIMITED,OEM,Alta,sternasecurity.com,sternasecurity.com,,,SI,oem
1,1007084,Saab,OEM,Alta,saab.com,saab.com,,,SI,
1,1009934,Sahasra Electronics,OEM,Alta,sahasraelectronics.com,sahasraelectronics.com,,,SI,
1,1012252,Sepptronic GmbH & Co. KG,EMS/CM,Alta,sepptronic.de,sepptronic.de,,,SI,EMS for Spinner GmbH
1,1009162,Sikorsky,OEM,Alta,lockheedmartin.com,lockheedmartin.com,,,SI,Independent subsidiary of Lockheed
1,1010351,"Smart Start, Inc.",OEM,Alta,smartstartinc.com,smartstartinc.com,,,SI,OEM - ignition interlock
1,1012335,Spree Hybrid & Kommunikationstechnik GmbH,EMS/CM,Alta,spree-hybrid.de,spree-hybrid.de,,,SI,EMS - Meet at Evertiq Berlin
1,1011169,Stanley Electric,OEM,Alta,stanley.co.jp,stanley.co.jp,,,SI,OEM
1,1011431,Teledyne E2V,OEM,Alta,teledyne-e2v.com,teledyne-e2v.com,,,SI,
1,1008725,Tempo Automation Holdings Inc,EMS/CM,Alta,tempoautomation.com,tempoautomation.com,,,SI,Accelerated Electronics Manufacturing Platform
1,1011074,Thales DMS France SAS,OEM,Alta,thalesgroup.com,thalesgroup.com,,,SI,
1,1010746,Thales Deutschland,OEM,Alta,thalesgroup.com,thalesgroup.com,,,SI,
1,1011762,Thales Italia,OEM,Alta,thalesgroup.com,thalesgroup.com,,,SI,
1,1011040,Thales Tampa microwave,OEM,Alta,thalesdsi.com,thalesdsi.com,,,SI,
1,1008950,Thinkmate,OEM,Alta,thinkmate.com,thinkmate.com,,,SI,
1,1009258,UCAL Ltd,OEM,Alta,ucal.com,ucal.com,,,SI,UCAL automotive OEM company
1,1013172,Unigen Malaysia,OEM,Alta,unigen.com,unigen.com,,,SI,manufacture of OEM products including SSDs
1,1009544,V-Guard Industries,OEM,Alta,vguard.in,vguard.in,,,SI,"OEM for Voltage Stabilizer, Digital UPS"
1,1012135,Watch Guard Video,OEM,Alta,watchguard.com,watchguard.com,,,SI,security mfr oem
1,1013006,Wincomm International,EMS/CM,Alta,wincomm.com.cn,wincomm.com.cn,,,SI,CM for Bizlink + Eastman Kodak
1,1013026,YOKOGAWA ELECTRIC ASIA PTE LTD,EMS/CM,Alta,yokogawa.com,yokogawa.com,,,SI,Laurel: ODM for Thales SG
1,1010234,YURA corporation,OEM,Alta,yuracorp.co.kr,yuracorp.co.kr,,,SI,
1,1011996,ZF Friedrichshafen,OEM,Alta,zf.com,zf.com,,,SI,
1,1012402,Zaptec,OEM,Alta,zaptec.com,zaptec.com,,,SI,
1,1011888,Zollner Electronics GmbH,EMS/CM,Alta,zollner.de,zollner.de,,,SI,EMS
1,1011525,ballard,OEM,Alta,ballard.com,ballard.com,,,SI,
1,1008818,digitalSTROM AG,OEM,Alta,digitalstrom.com,digitalstrom.com,,,SI,OEM - smart home application
1,1010562,magniX,OEM,Alta,magnix.aero,magnix.aero,,,SI,OEM - electric motor mfr for electric aircraft
1,1008947,APC Manufacturing,OEM,Media,apcmfg.net,apcmfg.net,,,SI,"Fabricacion de electrodomesticos, equipamiento"
1,1008216,Altel PCB d.o.o.,EMS/CM,Media,altel.si,altel.si,,,SI,
1,1011848,Altinex,OEM,Media,altinex.com,altinex.com,,,SI,certified manufacturer of modular audiovisual
1,1013223,Applied Optoelectronics Inc.,OEM,Media,ao-inc.com,ao-inc.com,,,SI,AOI designs and manufactures advanced semi
1,1010732,"Astro Geo Marine, Inc.",EMS/CM,Media,astrogeomarine.com,astrogeomarine.com,,,SI,Builds for Ontic
1,1009817,Aurelius Technologies Bhd,OEM,Media,atechgroup.com.my,atechgroup.com.my,,,SI,multicomponent semiconductor
1,1010249,Avionic Design GmbH,OEM,Media,avionic-design.de,avionic-design.de,,,SI,ESS Customer
1,1011528,BMS CIRCUITS,EMS/CM,Media,allcircuits.com,allcircuits.com,,,SI,
1,1008692,BRAMBILIGHT,OEM,Media,brambilight.com,brambilight.com,,,SI,manufacturing of profesional equipment
1,1009034,Behlen Mfg Co.,OEM,Media,behlenmfg.com,behlenmfg.com,,,SI,diverse businesses
1,1008801,Bio-Techne,OEM,Media,bio-techne.com,bio-techne.com,,,SI,"Bio-Techne Corporation develops, manufactures"
1,1009205,Blink Charging,OEM,Media,blinkcharging.com,blinkcharging.com,,,SI,"Design, Manufacture, Own and Operate"
1,1008955,CIRCUIT SYSTEMS (INDIA) LTD,EMS/CM,Media,pcbpower.com,pcbpower.com,,,SI,
1,1012651,CSI,EMS/CM,Media,customsi.com,customsi.com,,,SI,Custom Engineering and Manufacturing Services
1,1010612,Canyon AeroConnect,OEM,Media,canyonaeroconnect.com,canyonaeroconnect.com,,,SI,dba Chelton Avionics Inc.
1,1010150,DBK EMS GMBH & CO. KG,EMS/CM,Media,dbk-group.com,dbk-group.com,,,SI,
1,1009886,DINtronics,OEM,Media,dintronics.com,dintronics.com,,,SI,Manufacturer of wide spectrum
1,1009515,Danlaw EMS Technologies,EMS/CM,Media,danlawtechnologies.com,danlawtechnologies.com,,,SI,
1,1008808,Digital Circuits Pvt Ltd,EMS/CM,Media,digitalcircuits.in,digitalcircuits.in,,,SI,
1,1010365,Elna PCB (M) Sdn Bhd,EMS/CM,Media,elnapcb.com,elnapcb.com,,,SI,
1,1009519,Euler Motors Pvt Ltd,OEM,Media,eulermotors.com,eulermotors.com,,,SI,EV manufacturers Company in India
1,1012129,Eventide Audio,OEM,Media,eventideaudio.com,eventideaudio.com,,,SI,audio eqp mfr
1,1013153,Extreme Engineering Solutions,OEM,Media,xes-inc.com,xes-inc.com,,,SI,"design, manufacture, and support of embedded"
1,1013281,Exxact Corporation,OEM,Media,exxactcorp.com,exxactcorp.com,,,SI,"Mfr's workstations, servers, clusters, and storage"
1,1010390,Flashline EMS private limited,EMS/CM,Media,flashlineems.com,flashlineems.com,,,SI,
1,1010316,Forest River,OEM,Media,forestriverinc.com,forestriverinc.com,,,SI,Manufacturer of various types of vehicles
1,1008697,FormFactor Inc.,OEM,Media,formfactor.com,formfactor.com,,,SI,Manufactures semiconductor products
1,1008734,Forth EMS Public Company Limited,EMS/CM,Media,forth-ems.com,forth-ems.com,,,SI,
1,1010112,Forus Health Pvt Ltd,OEM,Media,forushealth.com,forushealth.com,,,SI,highly advanced medical devices
1,1011828,Fujikura Printed Circuits Ltd.,EMS/CM,Media,fpcl.fujikura.com,fpcl.fujikura.com,,,SI,
1,1008911,GSM Outdoors,OEM,Media,gsmoutdoors.com,gsmoutdoors.com,,,SI,Sporting goods manufacturer
1,1013357,General Micro Systems Inc.,OEM,Media,gms4sbc.com,gms4sbc.com,,,SI,designer & mfr rugged embedded computers
1,1009479,"Gruppo EMS, Inc.",EMS/CM,Media,ems.com.ph,ems.com.ph,,,SI,
1,1011723,Hanwha Vision,OEM,Media,hanwhavisionamerica.com,hanwhavisionamerica.com,,,SI,Mfr of the small cameras that watch the Astute
